finding_id,org_id,obligation_id,policy_id,severity,finding_type,finding_summary,recommended_fix,owner_team,status,target_date,created_at,ground_truth_compliance_label
FND-000237,ORG-0006,OBL-000319,POL-000054,Low,Expired Policy,Expired Policy: Outsourcing obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Legal,Open,2026-01-28,2026-05-30T11:29:00,Compliant
FND-000238,ORG-0015,OBL-000453,POL-000150,Medium,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Compliance,Open,2026-08-02,2026-01-26T19:15:00,Partially Compliant
FND-000239,ORG-0003,OBL-000628,POL-000031,High,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is partially covered with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,Open,2026-01-21,2025-12-07T09:57:00,Partially Compliant
FND-000240,ORG-0016,OBL-000056,POL-000161,Medium,Expired Policy,Expired Policy: Disclosure obligation is partially covered with coverage score 73.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Audit,Open,2026-08-14,2025-12-05T10:29:00,Partially Compliant
FND-000241,ORG-0017,OBL-000116,POL-000173,High,Control Operating Gap,Control Operating Gap: Data Privacy obligation is fully covered with coverage score 89.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Trading Desk,Open,2026-07-10,2025-12-23T11:49:00,Compliant
FND-000242,ORG-0002,OBL-000448,POL-000013,Medium,Control Operating Gap,Control Operating Gap: Capital Adequacy obligation is needs human review with coverage score 25.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,Resolved,2026-07-14,2026-04-14T13:52:00,Non-Compliant
FND-000243,ORG-0013,OBL-000031,POL-000129,Medium,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is partially covered with coverage score 55.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Open,2026-05-01,2025-11-02T14:04:00,Partially Compliant
FND-000244,ORG-0003,OBL-000386,POL-000025,Low,Control Operating Gap,Control Operating Gap: Audit & Reporting obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",IT,Open,2026-06-09,2025-09-12T12:04:00,Partially Compliant
FND-000245,ORG-0018,OBL-000155,POL-000183,Low,Review Delay,Review Delay: Trading Risk obligation is fully covered with coverage score 96.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Trading Desk,Open,2026-09-07,2025-09-25T13:26:00,Compliant
FND-000246,ORG-0006,OBL-000483,POL-000062,High,Control Design Gap,Control Design Gap: Audit & Reporting obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Operations,Open,2026-01-14,2025-07-09T09:54:00,Partially Compliant
FND-000247,ORG-0018,OBL-000439,POL-000183,Low,Evidence Gap,Evidence Gap: Disclosure obligation is partially covered with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",IT,In Progress,2026-01-30,2025-11-18T17:42:00,Partially Compliant
FND-000248,ORG-0013,OBL-000259,POL-000130,High,Control Design Gap,Control Design Gap: Outsourcing obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Risk,Open,2026-01-15,2025-09-08T08:51:00,Partially Compliant
FND-000249,ORG-0022,OBL-000313,POL-000223,Medium,Control Design Gap,Control Design Gap: Audit & Reporting obligation is partially covered with coverage score 53.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",IT,Open,2026-05-10,2026-06-20T15:36:00,Partially Compliant
FND-000250,ORG-0007,OBL-000628,POL-000065,Medium,Control Design Gap,Control Design Gap: Data Privacy obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Open,2026-08-14,2025-08-01T10:47:00,Compliant
FND-000251,ORG-0029,OBL-000102,POL-000303,High,Review Delay,Review Delay: Data Privacy obligation is partially covered with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Legal,Open,2026-08-02,2025-07-08T16:01:00,Partially Compliant
FND-000252,ORG-0010,OBL-000751,POL-000094,Low,Evidence Gap,Evidence Gap: Audit & Reporting obligation is needs human review with coverage score 38.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Trading Desk,In Progress,2026-06-04,2026-02-18T12:46:00,Non-Compliant
FND-000253,ORG-0024,OBL-000381,POL-000247,Medium,Unmapped Obligation,Unmapped Obligation: Liquidity Risk obligation is partially covered with coverage score 73.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,Open,2026-04-20,2025-10-03T18:19:00,Partially Compliant
FND-000254,ORG-0006,OBL-000395,POL-000061,Medium,Review Delay,Review Delay: Customer Protection obligation is partially covered with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Risk,In Progress,2026-04-29,2026-01-24T14:27:00,Partially Compliant
FND-000255,ORG-0002,OBL-000441,POL-000019,High,Evidence Gap,Evidence Gap: Customer Protection obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Compliance,In Progress,2026-02-28,2026-04-22T15:09:00,Partially Compliant
FND-000256,ORG-0020,OBL-000522,POL-000197,High,Evidence Gap,Evidence Gap: Customer Protection obligation is needs human review with coverage score 30.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Risk,Resolved,2026-08-25,2026-05-31T15:01:00,Non-Compliant
FND-000257,ORG-0011,OBL-000378,POL-000114,Medium,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is needs human review with coverage score 22.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Operations,Open,2026-05-04,2025-11-22T13:14:00,Non-Compliant
FND-000258,ORG-0004,OBL-000483,POL-000043,Medium,Policy Gap,Policy Gap: Audit & Reporting obligation is fully covered with coverage score 89.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",IT,Open,2025-12-11,2026-06-21T11:32:00,Compliant
FND-000259,ORG-0003,OBL-000622,POL-000029,High,Control Design Gap,Control Design Gap: Operational Resilience obligation is partially covered with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Finance,Resolved,2026-08-14,2025-07-27T10:35:00,Partially Compliant
FND-000260,ORG-0002,OBL-000543,POL-000017,Critical,Control Operating Gap,Control Operating Gap: Trading Risk obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,Open,2026-02-06,2026-06-06T14:35:00,Partially Compliant
FND-000261,ORG-0008,OBL-000690,POL-000084,Medium,Control Design Gap,Control Design Gap: KYC/AML obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Audit,Resolved,2026-01-25,2026-06-19T18:56:00,Compliant
FND-000262,ORG-0015,OBL-000301,POL-000150,Critical,Review Delay,Review Delay: Operational Resilience obligation is partially covered with coverage score 71.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,Open,2026-07-22,2025-12-18T09:22:00,Partially Compliant
FND-000263,ORG-0022,OBL-000388,POL-000224,Medium,Review Delay,Review Delay: Disclosure obligation is not covered with coverage score 26.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Legal,In Progress,2025-12-10,2026-02-09T08:57:00,Non-Compliant
FND-000264,ORG-0014,OBL-000650,POL-000139,High,Evidence Gap,Evidence Gap: KYC/AML obligation is partially covered with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Operations,In Progress,2026-02-14,2025-07-09T18:01:00,Partially Compliant
FND-000265,ORG-0015,OBL-000690,POL-000147,Low,Unmapped Obligation,Unmapped Obligation: KYC/AML obligation is partially covered with coverage score 76.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Legal,In Progress,2026-09-01,2025-07-08T14:40:00,Partially Compliant
FND-000266,ORG-0007,OBL-000722,POL-000068,High,Evidence Gap,Evidence Gap: Audit & Reporting obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Security,In Progress,2026-05-10,2025-10-15T08:39:00,Partially Compliant
FND-000267,ORG-0005,OBL-000611,POL-000047,Medium,Evidence Gap,Evidence Gap: Incident Management obligation is not covered with coverage score 34.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Risk,Open,2026-09-07,2025-08-25T14:39:00,Non-Compliant
FND-000268,ORG-0011,OBL-000390,POL-000110,Low,Review Delay,Review Delay: Cybersecurity obligation is fully covered with coverage score 97.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Operations,Resolved,2026-02-28,2026-07-06T10:14:00,Compliant
FND-000269,ORG-0024,OBL-000265,POL-000239,Low,Evidence Gap,Evidence Gap: Operational Resilience obligation is not covered with coverage score 38.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Operations,Open,2026-02-09,2025-11-18T09:57:00,Non-Compliant
FND-000270,ORG-0001,OBL-000282,POL-000006,High,Control Operating Gap,Control Operating Gap: Liquidity Risk obligation is partially covered with coverage score 81.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,In Progress,2026-08-26,2026-05-29T18:05:00,Partially Compliant
FND-000271,ORG-0003,OBL-000717,POL-000024,Medium,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Legal,Risk Accepted,2026-02-23,2025-10-21T18:12:00,Partially Compliant
FND-000272,ORG-0028,OBL-000696,POL-000290,Medium,Unmapped Obligation,Unmapped Obligation: Incident Management obligation is partially covered with coverage score 76.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Security,In Progress,2026-06-21,2025-09-03T17:37:00,Partially Compliant
