control_id,org_id,control_name,control_description,control_owner_team,control_owner_role,control_frequency,automation_level,linked_policy_id,linked_obligation_id,control_effectiveness_score,last_tested_at,test_result
CTL-000418,ORG-0018,Incident Management Monitoring Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Transaction report.,Security,Auditor,Half-yearly,Semi-automated,POL-000177,OBL-000697,77,2026-03-10,Pass
CTL-000419,ORG-0002,Audit & Reporting Monitoring Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Operations,Admin,Half-yearly,Semi-automated,POL-000018,OBL-000343,94,2024-12-29,Pass
CTL-000420,ORG-0027,Capital Adequacy Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Audit sample.,Legal,Security Officer,Annual,Manual,POL-000273,OBL-000178,27,2026-04-12,Fail
CTL-000421,ORG-0023,Capital Adequacy Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Audit,Auditor,One-time,Semi-automated,POL-000228,OBL-000410,90,2025-11-17,Pass
CTL-000422,ORG-0027,KYC/AML Reconciliation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Training log.,Legal,Admin,Event-based,Manual,POL-000274,OBL-000593,77,2025-05-03,Pass
CTL-000423,ORG-0004,Data Privacy Review Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for System report.,Audit,Admin,One-time,Semi-automated,POL-000041,OBL-000291,85,2025-10-07,Pass
CTL-000424,ORG-0002,Audit & Reporting Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Incident record.,Compliance,Risk Manager,One-time,Semi-automated,POL-000013,OBL-000344,5,2026-07-09,Fail
CTL-000425,ORG-0029,Cybersecurity Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Board minutes.,Risk,Data Protection Officer,Event-based,Manual,POL-000292,OBL-000687,82,2025-01-03,Pass
CTL-000426,ORG-0023,Audit & Reporting Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Compliance,Risk Manager,Daily,Manual,POL-000229,OBL-000022,95,2024-12-23,Pass
CTL-000427,ORG-0008,Disclosure Attestation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Access review.,Trading Desk,Auditor,Monthly,Manual,POL-000075,OBL-000716,71,2024-11-29,Pass with Exceptions
CTL-000428,ORG-0030,Disclosure Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Risk assessment.,Data Governance,Admin,Event-based,Semi-automated,POL-000311,OBL-000680,25,2025-04-12,Fail
CTL-000429,ORG-0013,Outsourcing Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Training log.,Operations,Policy Owner,Monthly,Semi-automated,POL-000132,OBL-000260,49,2026-05-14,Fail
CTL-000430,ORG-0024,Capital Adequacy Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,Trading Desk,Auditor,Event-based,Semi-automated,POL-000246,OBL-000123,93,2025-06-20,Pass
CTL-000431,ORG-0001,Liquidity Risk Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Risk assessment.,Legal,Admin,Weekly,Manual,POL-000007,OBL-000596,74,2025-11-17,Pass with Exceptions
CTL-000432,ORG-0002,Audit & Reporting Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Data Governance,Compliance Officer,Weekly,Automated,POL-000020,OBL-000384,86,2025-06-13,Pass
CTL-000433,ORG-0028,Incident Management Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Audit sample.,Trading Desk,Risk Manager,One-time,Manual,POL-000282,OBL-000167,59,2025-12-28,Pass with Exceptions
CTL-000434,ORG-0023,KYC/AML Review Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Vendor attestation.,Risk,ML Reviewer,Weekly,Manual,POL-000226,OBL-000169,84,2025-03-24,Pass
CTL-000435,ORG-0026,Audit & Reporting Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Operations,Data Protection Officer,Weekly,Semi-automated,POL-000261,OBL-000550,100,2025-08-09,Pass
CTL-000436,ORG-0019,Liquidity Risk Reconciliation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Training log.,Audit,Compliance Officer,Quarterly,Semi-automated,POL-000187,OBL-000217,56,2026-05-23,Pass with Exceptions
CTL-000437,ORG-0005,Customer Protection Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Data retention proof.,Data Governance,ML Reviewer,Half-yearly,Semi-automated,POL-000049,OBL-000023,64,2026-01-25,Pass with Exceptions
CTL-000438,ORG-0009,Data Privacy Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Legal,Policy Owner,Monthly,Manual,POL-000090,OBL-000113,5,2025-05-13,Fail
CTL-000439,ORG-0016,Capital Adequacy Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,Operations,ML Reviewer,Event-based,Automated,POL-000162,OBL-000471,89,2024-11-22,Pass
CTL-000440,ORG-0005,Data Privacy Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Audit,Security Officer,One-time,Automated,POL-000046,OBL-000632,41,2026-05-16,Fail
CTL-000441,ORG-0008,Operational Resilience Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Vendor attestation.,Risk,Legal Reviewer,Event-based,Semi-automated,POL-000082,OBL-000265,63,2025-12-30,Pass with Exceptions
CTL-000442,ORG-0017,Liquidity Risk Attestation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Vendor attestation.,Data Governance,Admin,Daily,Semi-automated,POL-000171,OBL-000585,89,2025-07-31,Pass
CTL-000443,ORG-0023,Data Privacy Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Training log.,Audit,Compliance Officer,Annual,Automated,POL-000227,OBL-000228,75,2025-12-27,Pass
CTL-000444,ORG-0027,Audit & Reporting Escalation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Compliance,Security Officer,Quarterly,Automated,POL-000276,OBL-000317,84,2025-07-25,Pass
CTL-000445,ORG-0008,Cybersecurity Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Operations,Legal Reviewer,Annual,Automated,POL-000080,OBL-000051,97,2025-10-12,Pass
CTL-000446,ORG-0008,Capital Adequacy Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Data retention proof.,Audit,Data Protection Officer,Monthly,Manual,POL-000074,OBL-000111,82,2026-05-13,Pass
CTL-000447,ORG-0024,Operational Resilience Escalation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Board minutes.,Operations,Legal Reviewer,One-time,Semi-automated,POL-000247,OBL-000301,75,2026-05-10,Pass
CTL-000448,ORG-0010,Cybersecurity Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Compliance,Compliance Officer,Half-yearly,Semi-automated,POL-000096,OBL-000221,100,2026-07-09,Pass
CTL-000449,ORG-0030,Disclosure Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Access review.,Security,Operations Lead,Monthly,Semi-automated,POL-000314,OBL-000716,99,2026-02-08,Pass
CTL-000450,ORG-0020,Liquidity Risk Reconciliation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Board minutes.,Compliance,Risk Manager,Monthly,Manual,POL-000201,OBL-000481,70,2026-04-06,Pass with Exceptions
CTL-000451,ORG-0030,Audit & Reporting Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,Data Governance,Data Protection Officer,Annual,Automated,POL-000311,OBL-000009,100,2025-04-01,Pass
CTL-000452,ORG-0007,Audit & Reporting Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Risk,Policy Owner,Half-yearly,Semi-automated,POL-000065,OBL-000343,100,2024-12-28,Pass
CTL-000453,ORG-0006,Customer Protection Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Data retention proof.,IT,Policy Owner,Event-based,Automated,POL-000054,OBL-000497,86,2025-01-07,Pass
CTL-000454,ORG-0006,Trading Risk Approval Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Board minutes.,IT,Risk Manager,Event-based,Semi-automated,POL-000054,OBL-000184,64,2024-10-28,Pass with Exceptions
CTL-000455,ORG-0008,Incident Management Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Training log.,IT,Data Protection Officer,Annual,Manual,POL-000079,OBL-000423,11,2026-04-08,Fail
CTL-000456,ORG-0019,Cybersecurity Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Audit sample.,Operations,Operations Lead,Quarterly,Semi-automated,POL-000190,OBL-000545,45,2025-12-08,Fail
