obligation_id,circular_id,regulator_code,sector,category,obligation_type,obligation_text,accountable_actor,action_required,frequency,evidence_required,due_days_from_effective_date,penalty_risk,risk_weight,expected_control,created_by_extractor,extractor_confidence
OBL-000231,CIR-00063,RBI,Payments,Cybersecurity,Maintain,Legal Reviewer must validate system calculations against approved methodology for Cybersecurity under RBI circular CIR-00063 on a half-yearly basis.,Legal Reviewer,validate system calculations against approved methodology,Half-yearly,Incident record,90,Low,16,Dashboard alert,llm_extractor_v1,0.959
OBL-000232,CIR-00063,RBI,Payments,Cybersecurity,Maintain,Auditor must submit a compliance confirmation report to management for Cybersecurity under RBI circular CIR-00063 on a event-based basis.,Auditor,submit a compliance confirmation report to management,Event-based,Access review,45,Medium,50,Risk committee sign-off,rule_engine_v1,0.793
OBL-000233,CIR-00063,RBI,Payments,Cybersecurity,Maintain,Risk Manager must notify stakeholders when material incidents occur for Cybersecurity under RBI circular CIR-00063 on a half-yearly basis.,Risk Manager,notify stakeholders when material incidents occur,Half-yearly,Vendor attestation,15,High,65,Risk committee sign-off,rule_engine_v1,0.969
OBL-000234,CIR-00063,RBI,Payments,Cybersecurity,Implement,Risk Manager must retain supporting records for audit and supervisory review for Cybersecurity under RBI circular CIR-00063 on a event-based basis.,Risk Manager,retain supporting records for audit and supervisory review,Event-based,Risk assessment,120,Medium,47,Maker-checker approval,rule_engine_v1,0.696
OBL-000235,CIR-00063,RBI,Payments,Cybersecurity,Report,Auditor must notify stakeholders when material incidents occur for Cybersecurity under RBI circular CIR-00063 on a annual basis.,Auditor,notify stakeholders when material incidents occur,Annual,System report,120,Critical,93,Monthly review checklist,llm_extractor_v1,0.748
OBL-000236,CIR-00064,NPCI,Capital Markets,Customer Protection,Report,Compliance Officer must notify stakeholders when material incidents occur for Customer Protection under NPCI circular CIR-00064 on a weekly basis.,Compliance Officer,notify stakeholders when material incidents occur,Weekly,Vendor attestation,60,High,65,Risk committee sign-off,llm_extractor_v1,0.718
OBL-000237,CIR-00064,NPCI,Capital Markets,Customer Protection,Review,Risk Manager must notify stakeholders when material incidents occur for Customer Protection under NPCI circular CIR-00064 on a one-time basis.,Risk Manager,notify stakeholders when material incidents occur,One-time,Access review,120,High,74,Automated reconciliation,llm_extractor_v1,0.711
OBL-000238,CIR-00065,IRDAI,FinTech,Trading Risk,Notify,Auditor must validate system calculations against approved methodology for Trading Risk under IRDAI circular CIR-00065 on a monthly basis.,Auditor,validate system calculations against approved methodology,Monthly,System report,120,Medium,50,Independent audit sample,llm_extractor_v1,0.963
OBL-000239,CIR-00065,IRDAI,FinTech,Trading Risk,Notify,Auditor must update the internal policy and maintain approval evidence for Trading Risk under IRDAI circular CIR-00065 on a weekly basis.,Auditor,update the internal policy and maintain approval evidence,Weekly,Incident record,30,High,66,Automated reconciliation,rule_engine_v1,0.9
OBL-000240,CIR-00065,IRDAI,FinTech,Trading Risk,Review,Policy Owner must notify stakeholders when material incidents occur for Trading Risk under IRDAI circular CIR-00065 on a half-yearly basis.,Policy Owner,notify stakeholders when material incidents occur,Half-yearly,Audit sample,60,Medium,40,Monthly review checklist,rule_engine_v1,0.926
OBL-000241,CIR-00065,IRDAI,FinTech,Trading Risk,Notify,Compliance Officer must notify stakeholders when material incidents occur for Trading Risk under IRDAI circular CIR-00065 on a annual basis.,Compliance Officer,notify stakeholders when material incidents occur,Annual,Policy document,7,Low,17,Automated reconciliation,llm_extractor_v1,0.852
OBL-000242,CIR-00065,IRDAI,FinTech,Trading Risk,Approve,Policy Owner must monitor threshold breaches and escalate unresolved cases for Trading Risk under IRDAI circular CIR-00065 on a annual basis.,Policy Owner,monitor threshold breaches and escalate unresolved cases,Annual,Vendor attestation,30,Low,23,Data quality validation,llm_extractor_v1,0.952
OBL-000243,CIR-00066,RBI,Capital Markets,Capital Adequacy,Notify,Admin must perform periodic control testing and document exceptions for Capital Adequacy under RBI circular CIR-00066 on a weekly basis.,Admin,perform periodic control testing and document exceptions,Weekly,Vendor attestation,120,High,69,Dashboard alert,llm_extractor_v1,0.842
OBL-000244,CIR-00066,RBI,Capital Markets,Capital Adequacy,Implement,Risk Manager must review customer or transaction risk indicators for Capital Adequacy under RBI circular CIR-00066 on a daily basis.,Risk Manager,review customer or transaction risk indicators,Daily,Audit sample,60,High,73,Risk committee sign-off,llm_extractor_v1,0.862
OBL-000245,CIR-00067,FIU-IND,Payments,Incident Management,Approve,Risk Manager must submit a compliance confirmation report to management for Incident Management under FIU-IND circular CIR-00067 on a one-time basis.,Risk Manager,submit a compliance confirmation report to management,One-time,Training log,45,High,72,Monthly review checklist,rule_engine_v1,0.948
OBL-000246,CIR-00067,FIU-IND,Payments,Incident Management,Report,Auditor must validate system calculations against approved methodology for Incident Management under FIU-IND circular CIR-00067 on a half-yearly basis.,Auditor,validate system calculations against approved methodology,Half-yearly,Access review,60,Medium,47,Maker-checker approval,rule_engine_v1,0.695
OBL-000247,CIR-00067,FIU-IND,Payments,Incident Management,Validate,Compliance Officer must notify stakeholders when material incidents occur for Incident Management under FIU-IND circular CIR-00067 on a weekly basis.,Compliance Officer,notify stakeholders when material incidents occur,Weekly,Policy document,7,Medium,43,Data quality validation,llm_extractor_v1,0.775
OBL-000248,CIR-00068,RBI,Capital Markets,Data Privacy,Monitor,Operations Lead must monitor threshold breaches and escalate unresolved cases for Data Privacy under RBI circular CIR-00068 on a monthly basis.,Operations Lead,monitor threshold breaches and escalate unresolved cases,Monthly,System report,90,Low,21,Risk committee sign-off,llm_extractor_v1,0.744
OBL-000249,CIR-00068,RBI,Capital Markets,Data Privacy,Retain,Security Officer must submit a compliance confirmation report to management for Data Privacy under RBI circular CIR-00068 on a event-based basis.,Security Officer,submit a compliance confirmation report to management,Event-based,Board minutes,60,Medium,47,Monthly review checklist,llm_extractor_v1,0.72
OBL-000250,CIR-00068,RBI,Capital Markets,Data Privacy,Implement,Auditor must review customer or transaction risk indicators for Data Privacy under RBI circular CIR-00068 on a half-yearly basis.,Auditor,review customer or transaction risk indicators,Half-yearly,Access review,90,Low,24,Maker-checker approval,rule_engine_v1,0.712
OBL-000251,CIR-00069,IRDAI,Banking,Trading Risk,Retain,Operations Lead must monitor threshold breaches and escalate unresolved cases for Trading Risk under IRDAI circular CIR-00069 on a annual basis.,Operations Lead,monitor threshold breaches and escalate unresolved cases,Annual,Policy document,60,High,67,Monthly review checklist,llm_extractor_v1,0.84
OBL-000252,CIR-00069,IRDAI,Banking,Trading Risk,Implement,ML Reviewer must notify stakeholders when material incidents occur for Trading Risk under IRDAI circular CIR-00069 on a daily basis.,ML Reviewer,notify stakeholders when material incidents occur,Daily,Risk assessment,15,High,74,Data quality validation,llm_extractor_v1,0.761
OBL-000253,CIR-00069,IRDAI,Banking,Trading Risk,Disclose,Operations Lead must validate system calculations against approved methodology for Trading Risk under IRDAI circular CIR-00069 on a monthly basis.,Operations Lead,validate system calculations against approved methodology,Monthly,Training log,60,Medium,42,Maker-checker approval,llm_extractor_v1,0.693
OBL-000254,CIR-00069,IRDAI,Banking,Trading Risk,Retain,ML Reviewer must validate system calculations against approved methodology for Trading Risk under IRDAI circular CIR-00069 on a one-time basis.,ML Reviewer,validate system calculations against approved methodology,One-time,Risk assessment,120,Medium,41,Data quality validation,llm_extractor_v1,0.704
OBL-000255,CIR-00069,IRDAI,Banking,Trading Risk,Report,Policy Owner must review customer or transaction risk indicators for Trading Risk under IRDAI circular CIR-00069 on a annual basis.,Policy Owner,review customer or transaction risk indicators,Annual,Training log,90,Medium,41,Maker-checker approval,llm_extractor_v1,0.768
OBL-000256,CIR-00070,MOF,Insurance,Outsourcing,Notify,Data Protection Officer must submit a compliance confirmation report to management for Outsourcing under MOF circular CIR-00070 on a one-time basis.,Data Protection Officer,submit a compliance confirmation report to management,One-time,Vendor attestation,45,High,67,Dashboard alert,llm_extractor_v1,0.884
OBL-000257,CIR-00070,MOF,Insurance,Outsourcing,Report,Operations Lead must update the internal policy and maintain approval evidence for Outsourcing under MOF circular CIR-00070 on a daily basis.,Operations Lead,update the internal policy and maintain approval evidence,Daily,Risk assessment,120,Medium,44,Risk committee sign-off,llm_extractor_v1,0.703
OBL-000258,CIR-00070,MOF,Insurance,Outsourcing,Monitor,Operations Lead must update the internal policy and maintain approval evidence for Outsourcing under MOF circular CIR-00070 on a one-time basis.,Operations Lead,update the internal policy and maintain approval evidence,One-time,Audit sample,30,Low,22,Maker-checker approval,llm_extractor_v1,0.731
OBL-000259,CIR-00070,MOF,Insurance,Outsourcing,Validate,Auditor must submit a compliance confirmation report to management for Outsourcing under MOF circular CIR-00070 on a daily basis.,Auditor,submit a compliance confirmation report to management,Daily,Audit sample,15,Critical,93,Automated reconciliation,llm_extractor_v1,0.894
OBL-000260,CIR-00070,MOF,Insurance,Outsourcing,Notify,Operations Lead must review customer or transaction risk indicators for Outsourcing under MOF circular CIR-00070 on a monthly basis.,Operations Lead,review customer or transaction risk indicators,Monthly,Training log,60,High,75,Independent audit sample,rule_engine_v1,0.698
OBL-000261,CIR-00071,NPCI,FinTech,Data Privacy,Retain,ML Reviewer must perform periodic control testing and document exceptions for Data Privacy under NPCI circular CIR-00071 on a event-based basis.,ML Reviewer,perform periodic control testing and document exceptions,Event-based,Audit sample,60,Medium,50,Exception workflow,llm_extractor_v1,0.787
OBL-000262,CIR-00071,NPCI,FinTech,Data Privacy,Maintain,Risk Manager must perform periodic control testing and document exceptions for Data Privacy under NPCI circular CIR-00071 on a monthly basis.,Risk Manager,perform periodic control testing and document exceptions,Monthly,Vendor attestation,15,Medium,44,Automated reconciliation,rule_engine_v1,0.76
OBL-000263,CIR-00071,NPCI,FinTech,Data Privacy,Review,Auditor must update the internal policy and maintain approval evidence for Data Privacy under NPCI circular CIR-00071 on a event-based basis.,Auditor,update the internal policy and maintain approval evidence,Event-based,Policy document,90,Medium,48,Monthly review checklist,llm_extractor_v1,0.802
OBL-000264,CIR-00071,NPCI,FinTech,Data Privacy,Report,Risk Manager must update the internal policy and maintain approval evidence for Data Privacy under NPCI circular CIR-00071 on a quarterly basis.,Risk Manager,update the internal policy and maintain approval evidence,Quarterly,Training log,15,High,73,Dashboard alert,llm_extractor_v1,0.779
OBL-000265,CIR-00072,SEBI,NBFC,Operational Resilience,Retain,Legal Reviewer must submit a compliance confirmation report to management for Operational Resilience under SEBI circular CIR-00072 on a event-based basis.,Legal Reviewer,submit a compliance confirmation report to management,Event-based,Vendor attestation,30,High,67,Exception workflow,rule_engine_v1,0.788
OBL-000266,CIR-00072,SEBI,NBFC,Operational Resilience,Approve,Operations Lead must retain supporting records for audit and supervisory review for Operational Resilience under SEBI circular CIR-00072 on a one-time basis.,Operations Lead,retain supporting records for audit and supervisory review,One-time,Policy document,15,Medium,49,Monthly review checklist,llm_extractor_v1,0.763
