mapping_id,org_id,policy_id,obligation_id,coverage_status,coverage_score,matched_policy_clause,gap_summary,ai_confidence,review_status,reviewed_by,reviewed_at
MAP-0000357,ORG-0007,POL-000067,OBL-000719,Partially Covered,61,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.681,Accepted,USR-00097,2025-08-07T18:55:00
MAP-0000358,ORG-0007,POL-000067,OBL-000288,Partially Covered,80,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.829,Accepted,USR-00106,2024-09-08T13:50:00
MAP-0000359,ORG-0007,POL-000069,OBL-000384,Fully Covered,82,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.899,Rejected,USR-00081,2025-09-25T13:31:00
MAP-0000360,ORG-0007,POL-000070,OBL-000351,Fully Covered,82,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.814,Pending Review,USR-00079,2025-06-10T11:12:00
MAP-0000361,ORG-0007,POL-000071,OBL-000620,Not Covered,1,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.765,Accepted,USR-00095,2025-04-09T20:25:00
MAP-0000362,ORG-0007,POL-000069,OBL-000328,Partially Covered,56,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.882,Accepted,USR-00075,2024-09-12T09:25:00
MAP-0000363,ORG-0007,POL-000068,OBL-000722,Partially Covered,67,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.698,Accepted,USR-00109,2024-12-30T10:07:00
MAP-0000364,ORG-0007,POL-000065,OBL-000628,Fully Covered,87,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.948,Pending Review,USR-00110,2025-11-20T19:42:00
MAP-0000365,ORG-0007,POL-000070,OBL-000738,Fully Covered,86,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.88,Pending Review,USR-00100,2024-08-16T09:05:00
MAP-0000366,ORG-0007,POL-000065,OBL-000019,Fully Covered,85,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.651,Rejected,USR-00129,2025-04-02T16:51:00
MAP-0000367,ORG-0007,POL-000071,OBL-000168,Partially Covered,48,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.622,Rejected,USR-00138,2024-08-03T09:30:00
MAP-0000368,ORG-0007,POL-000072,OBL-000457,Partially Covered,70,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.784,Accepted,USR-00144,2024-11-26T11:55:00
MAP-0000369,ORG-0007,POL-000064,OBL-000543,Fully Covered,93,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.771,Pending Review,USR-00004,2025-04-24T15:08:00
MAP-0000370,ORG-0007,POL-000069,OBL-000627,Partially Covered,55,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.837,Accepted,USR-00038,2024-11-09T10:03:00
MAP-0000371,ORG-0007,POL-000066,OBL-000088,Partially Covered,59,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.87,Pending Review,USR-00088,2025-03-09T14:22:00
MAP-0000372,ORG-0008,POL-000080,OBL-000598,Fully Covered,94,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.88,Accepted,USR-00076,2026-05-10T18:43:00
MAP-0000373,ORG-0008,POL-000084,OBL-000690,Fully Covered,87,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.63,Pending Review,USR-00143,2026-01-21T14:43:00
MAP-0000374,ORG-0008,POL-000075,OBL-000399,Not Covered,30,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.74,Accepted,USR-00139,2024-09-19T20:54:00
MAP-0000375,ORG-0008,POL-000074,OBL-000704,Partially Covered,69,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.947,Pending Review,USR-00066,2025-06-20T19:40:00
MAP-0000376,ORG-0008,POL-000076,OBL-000564,Fully Covered,89,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.73,Accepted,USR-00038,2025-04-18T17:57:00
MAP-0000377,ORG-0008,POL-000076,OBL-000048,Fully Covered,89,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.92,Accepted,USR-00027,2025-12-28T09:45:00
MAP-0000378,ORG-0008,POL-000079,OBL-000487,Fully Covered,98,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.717,Rejected,USR-00109,2025-07-07T10:17:00
MAP-0000379,ORG-0008,POL-000077,OBL-000566,Fully Covered,93,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.709,Accepted,USR-00137,2025-02-19T16:56:00
MAP-0000380,ORG-0008,POL-000078,OBL-000301,Partially Covered,75,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.825,Accepted,USR-00142,2024-11-05T08:41:00
MAP-0000381,ORG-0008,POL-000083,OBL-000645,Partially Covered,65,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.702,Accepted,USR-00038,2026-01-19T15:32:00
MAP-0000382,ORG-0008,POL-000081,OBL-000122,Partially Covered,79,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.87,Pending Review,USR-00146,2026-03-04T14:37:00
MAP-0000383,ORG-0008,POL-000081,OBL-000381,Partially Covered,54,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.921,Pending Review,USR-00016,2025-05-28T13:30:00
MAP-0000384,ORG-0008,POL-000082,OBL-000265,Partially Covered,75,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.656,Pending Review,USR-00036,2025-04-04T14:14:00
MAP-0000385,ORG-0008,POL-000073,OBL-000547,Not Covered,38,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.804,Rejected,USR-00065,2025-01-14T12:08:00
MAP-0000386,ORG-0008,POL-000076,OBL-000123,Not Covered,41,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.697,Accepted,USR-00134,2025-03-17T11:36:00
MAP-0000387,ORG-0008,POL-000074,OBL-000282,Fully Covered,85,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.955,Pending Review,USR-00128,2024-08-18T14:58:00
MAP-0000388,ORG-0008,POL-000075,OBL-000117,Needs Human Review,56,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.691,Accepted,USR-00132,2024-09-07T19:36:00
MAP-0000389,ORG-0008,POL-000081,OBL-000112,Needs Human Review,30,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.67,Accepted,USR-00030,2024-08-03T10:14:00
MAP-0000390,ORG-0008,POL-000075,OBL-000661,Not Covered,1,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.641,Accepted,USR-00119,2025-10-06T14:07:00
MAP-0000391,ORG-0008,POL-000073,OBL-000567,Needs Human Review,52,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.906,Accepted,USR-00143,2026-06-11T15:45:00
MAP-0000392,ORG-0008,POL-000079,OBL-000191,Fully Covered,84,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.898,Accepted,USR-00099,2024-10-22T12:03:00
MAP-0000393,ORG-0008,POL-000084,OBL-000539,Fully Covered,91,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.936,Pending Review,USR-00022,2026-03-14T16:48:00
MAP-0000394,ORG-0008,POL-000073,OBL-000298,Partially Covered,62,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.763,Pending Review,USR-00141,2026-05-06T10:12:00
MAP-0000395,ORG-0008,POL-000078,OBL-000220,Fully Covered,92,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.903,Pending Review,USR-00009,2024-07-22T11:46:00
MAP-0000396,ORG-0008,POL-000073,OBL-000380,Fully Covered,94,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.931,Accepted,USR-00072,2025-06-21T19:37:00
MAP-0000397,ORG-0008,POL-000079,OBL-000266,Fully Covered,84,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.733,Rejected,USR-00012,2025-10-08T14:57:00
MAP-0000398,ORG-0008,POL-000083,OBL-000713,Fully Covered,90,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.651,Accepted,USR-00101,2025-08-02T12:55:00
MAP-0000399,ORG-0008,POL-000074,OBL-000046,Partially Covered,59,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.956,Accepted,USR-00115,2026-01-24T13:06:00
MAP-0000400,ORG-0008,POL-000079,OBL-000452,Partially Covered,62,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.883,Accepted,USR-00134,2026-04-09T08:23:00
