example_id,utterance,intent_label,entities_json,split
INT-000705,How do I fix Cybersecurity gaps?,create_remediation_plan,"{""category"": ""Outsourcing"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000372""}",train
INT-000706,Which evidence is rejected for ORG-0019?,show_evidence_status,"{""category"": ""Incident Management"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000439""}",train
INT-000707,What is due this month?,deadline_query,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000205""}",train
INT-000708,Find gaps for Outsourcing Governance Policy,check_policy_gap,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000527""}",train
INT-000709,Find latest MOF requirements for Capital Adequacy,search_circular,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000647""}",train
INT-000710,Do we have proof for obligation OBL-000136?,show_evidence_status,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000136""}",train
INT-000711,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000670""}",validation
INT-000712,Do we have proof for obligation OBL-000737?,show_evidence_status,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000737""}",train
INT-000713,Extract action items from CIR-00066,extract_obligations,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000344""}",validation
INT-000714,Prepare board summary for open findings,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000402""}",validation
INT-000715,Show audit trail for MAP-0000883,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000282""}",train
INT-000716,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000216""}",test
INT-000717,Export risk report for this month,generate_report,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000089""}",validation
INT-000718,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000400""}",test
INT-000719,What obligations are in circular CIR-00080?,extract_obligations,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000522""}",train
INT-000720,How do I fix Liquidity Risk gaps?,create_remediation_plan,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000731""}",test
INT-000721,Why is ORG-0029 high risk?,explain_risk_score,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000489""}",train
INT-000722,Generate compliance report for ORG-0002,generate_report,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000669""}",validation
INT-000723,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000304""}",train
INT-000724,Prepare board summary for open findings,generate_report,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000236""}",train
INT-000725,Show obligations due in 30 days,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000202""}",test
INT-000726,Tell me what we must do for Trading Risk,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000252""}",train
INT-000727,Create remediation steps for finding FND-000249,create_remediation_plan,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000482""}",train
INT-000728,Find latest IRDAI requirements for Data Privacy,search_circular,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000437""}",train
INT-000729,Show missing evidence for Data Privacy,show_evidence_status,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000597""}",train
INT-000730,Compare policy POL-000134 with new circular CIR-00194,compare_policy_versions,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000338""}",train
INT-000731,What is due this month?,deadline_query,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000044""}",train
INT-000732,Explain the risk score for ORG-0007,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000004""}",test
INT-000733,Extract action items from CIR-00145,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000716""}",validation
INT-000734,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000651""}",train
INT-000735,Is our policy covering obligation OBL-000200?,check_policy_gap,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000200""}",train
INT-000736,Compare policy POL-000073 with new circular CIR-00100,compare_policy_versions,"{""category"": ""Operational Resilience"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000075""}",train
INT-000737,Show missing evidence for Trading Risk,show_evidence_status,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000546""}",train
INT-000738,Set owner for obligation OBL-000631,assign_owner,"{""category"": ""KYC/AML"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000631""}",train
INT-000739,Create remediation steps for finding FND-000277,create_remediation_plan,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000556""}",validation
INT-000740,Is our policy covering obligation OBL-000034?,check_policy_gap,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000034""}",train
INT-000741,Extract action items from CIR-00049,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000129""}",train
INT-000742,Why is ORG-0030 high risk?,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000718""}",train
INT-000743,Give executive summary for SEBI circular,summarize_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000617""}",train
INT-000744,Which circular talks about Cybersecurity risk?,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000646""}",train
INT-000745,Which circular talks about Customer Protection risk?,search_circular,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000096""}",train
INT-000746,Show audit trail for MAP-0000677,show_audit_trail,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000392""}",validation
INT-000747,Who should own Liquidity Risk remediation?,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000610""}",test
INT-000748,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000357""}",validation
INT-000749,Find latest IRDAI requirements for Incident Management,search_circular,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000146""}",train
INT-000750,What obligations are in circular CIR-00194?,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000275""}",train
INT-000751,Which circular talks about Outsourcing risk?,search_circular,"{""category"": ""Outsourcing"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000194""}",validation
INT-000752,Why is OBL-000586 marked partial?,check_policy_gap,"{""category"": ""Data Privacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000586""}",train
INT-000753,Tell me what we must do for Outsourcing,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000091""}",train
INT-000754,Set owner for obligation OBL-000430,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000430""}",train
INT-000755,List recent LLM review events,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000132""}",train
INT-000756,Why is OBL-000644 marked partial?,check_policy_gap,"{""category"": ""Outsourcing"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000644""}",train
INT-000757,Why is ORG-0012 high risk?,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000534""}",train
INT-000758,What is due this month?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000673""}",validation
INT-000759,Create remediation steps for finding FND-000444,create_remediation_plan,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000226""}",validation
INT-000760,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000525""}",train
INT-000761,What is the main point of CIR-00147?,summarize_circular,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000371""}",train
INT-000762,Set owner for obligation OBL-000303,assign_owner,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000303""}",validation
INT-000763,Which circular talks about Data Privacy risk?,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000639""}",train
INT-000764,How do I fix Data Privacy gaps?,create_remediation_plan,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000223""}",train
INT-000765,Export risk report for this month,generate_report,"{""category"": ""Trading Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000603""}",test
INT-000766,Find latest IRDAI requirements for Liquidity Risk,search_circular,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000179""}",train
INT-000767,Show drift for POL-000148,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000152""}",train
INT-000768,Summarize CIR-00128 in simple words,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000085""}",validation
INT-000769,Create remediation steps for finding FND-000400,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000299""}",train
INT-000770,Find latest NPCI requirements for Cybersecurity,search_circular,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000454""}",validation
INT-000771,Why is ORG-0016 high risk?,explain_risk_score,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000732""}",train
INT-000772,Generate compliance report for ORG-0007,generate_report,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000450""}",validation
INT-000773,Generate compliance report for ORG-0012,generate_report,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000596""}",train
INT-000774,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Disclosure"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000443""}",validation
INT-000775,Create remediation steps for finding FND-000171,create_remediation_plan,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000310""}",train
INT-000776,Assign this finding to Finance,assign_owner,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000150""}",train
INT-000777,Assign this finding to Legal,assign_owner,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000003""}",train
INT-000778,Which evidence is rejected for ORG-0005?,show_evidence_status,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000757""}",test
INT-000779,Assign this finding to Operations,assign_owner,"{""category"": ""KYC/AML"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000465""}",train
INT-000780,Which circular talks about Capital Adequacy risk?,search_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000664""}",validation
INT-000781,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000585""}",train
INT-000782,List recent LLM review events,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000131""}",train
INT-000783,Who should own KYC/AML remediation?,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000463""}",validation
INT-000784,Show obligations due in 30 days,deadline_query,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000698""}",train
INT-000785,What obligations are in circular CIR-00199?,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000546""}",test
INT-000786,Generate compliance report for ORG-0005,generate_report,"{""category"": ""KYC/AML"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000333""}",train
INT-000787,Explain the risk score for ORG-0022,explain_risk_score,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000268""}",validation
INT-000788,Give executive summary for SEBI circular,summarize_circular,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000334""}",validation
INT-000789,Export risk report for this month,generate_report,"{""category"": ""KYC/AML"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000468""}",validation
INT-000790,Show audit trail for MAP-0000944,show_audit_trail,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000099""}",train
INT-000791,Is our policy covering obligation OBL-000400?,check_policy_gap,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000400""}",train
INT-000792,Set owner for obligation OBL-000479,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000479""}",train
INT-000793,Compare policy POL-000073 with new circular CIR-00183,compare_policy_versions,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000113""}",train
INT-000794,Extract action items from CIR-00049,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000348""}",train
INT-000795,Assign this finding to Compliance,assign_owner,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000716""}",train
INT-000796,Create remediation steps for finding FND-000228,create_remediation_plan,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000615""}",train
INT-000797,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000220""}",train
INT-000798,Is our policy covering obligation OBL-000459?,check_policy_gap,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000459""}",validation
INT-000799,Which circular talks about Data Privacy risk?,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000679""}",train
INT-000800,Show missing evidence for Disclosure,show_evidence_status,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000495""}",test
INT-000801,Why is OBL-000156 marked partial?,check_policy_gap,"{""category"": ""Liquidity Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000156""}",test
INT-000802,Extract action items from CIR-00002,extract_obligations,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000193""}",validation
INT-000803,Assign this finding to Trading Desk,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000651""}",validation
INT-000804,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000007""}",train
INT-000805,What obligations are in circular CIR-00100?,extract_obligations,"{""category"": ""Operational Resilience"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000284""}",train
INT-000806,Create remediation steps for finding FND-000540,create_remediation_plan,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000520""}",train
INT-000807,Find latest FIU-IND requirements for KYC/AML,search_circular,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000654""}",validation
INT-000808,List recent LLM review events,show_audit_trail,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000279""}",train
INT-000809,Why is ORG-0015 high risk?,explain_risk_score,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000574""}",train
INT-000810,Which evidence is rejected for ORG-0009?,show_evidence_status,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000512""}",test
INT-000811,Create remediation steps for finding FND-000132,create_remediation_plan,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000315""}",test
INT-000812,Assign this finding to Compliance,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000644""}",validation
INT-000813,Explain the risk score for ORG-0008,explain_risk_score,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000248""}",train
INT-000814,Generate compliance report for ORG-0001,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000030""}",validation
INT-000815,Show obligations due in 30 days,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000010""}",train
INT-000816,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000730""}",test
INT-000817,Give executive summary for RBI circular,summarize_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000701""}",train
INT-000818,Summarize CIR-00043 in simple words,summarize_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000082""}",train
INT-000819,Set owner for obligation OBL-000205,assign_owner,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000205""}",train
INT-000820,Give executive summary for FIU-IND circular,summarize_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000001""}",train
INT-000821,Explain the risk score for ORG-0002,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000288""}",train
INT-000822,What obligations are in circular CIR-00205?,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000030""}",train
INT-000823,Find gaps for Third Party Risk Management Policy,check_policy_gap,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000147""}",train
INT-000824,Assign this finding to Finance,assign_owner,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000055""}",train
INT-000825,What obligations are in circular CIR-00039?,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000048""}",train
INT-000826,Find latest SEBI requirements for Liquidity Risk,search_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000063""}",train
INT-000827,Tell me what we must do for Customer Protection,extract_obligations,"{""category"": ""Incident Management"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000404""}",train
INT-000828,Find gaps for Customer Complaint Handling Policy,check_policy_gap,"{""category"": ""Audit & Reporting"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000081""}",train
INT-000829,Show drift for POL-000122,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000676""}",validation
INT-000830,What is the main point of CIR-00018?,summarize_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000510""}",validation
INT-000831,Show drift for POL-000274,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000476""}",train
INT-000832,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000708""}",train
INT-000833,Why is OBL-000224 marked partial?,check_policy_gap,"{""category"": ""Data Privacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000224""}",train
INT-000834,Show audit trail for MAP-0000169,show_audit_trail,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000168""}",train
INT-000835,What obligations are in circular CIR-00004?,extract_obligations,"{""category"": ""Capital Adequacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000694""}",test
INT-000836,Do we have proof for obligation OBL-000327?,show_evidence_status,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000327""}",train
INT-000837,What is the main point of CIR-00148?,summarize_circular,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000225""}",train
INT-000838,Which evidence is rejected for ORG-0013?,show_evidence_status,"{""category"": ""Operational Resilience"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000727""}",train
INT-000839,Find gaps for Disclosure and Investor Communication Policy,check_policy_gap,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000228""}",train
INT-000840,Why is ORG-0020 high risk?,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000426""}",train
INT-000841,Create remediation steps for finding FND-000173,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000450""}",train
INT-000842,Do we have proof for obligation OBL-000555?,show_evidence_status,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000555""}",train
INT-000843,Generate compliance report for ORG-0003,generate_report,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000277""}",train
INT-000844,Which circular talks about Audit & Reporting risk?,search_circular,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000362""}",train
