qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000313,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00019,OBL-000460,ORG-0015,medium,validation
QA-000314,Tell me what we must do for Trading Risk,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00108,OBL-000388,ORG-0004,easy,train
QA-000315,Generate compliance report for ORG-0007,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00018,OBL-000296,ORG-0007,easy,test
QA-000316,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00012,OBL-000158,ORG-0021,medium,train
QA-000317,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00104,OBL-000085,ORG-0018,easy,train
QA-000318,Show audit trail for MAP-0000841,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00158,OBL-000741,ORG-0020,easy,train
QA-000319,Is our policy covering obligation OBL-000681?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00107,OBL-000681,ORG-0021,easy,validation
QA-000320,What obligations are in circular CIR-00151?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00151,OBL-000100,ORG-0002,medium,train
QA-000321,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00087,OBL-000217,ORG-0024,medium,train
QA-000322,Generate compliance report for ORG-0020,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00028,OBL-000073,ORG-0020,easy,train
QA-000323,What is the main point of CIR-00006?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00006,OBL-000208,ORG-0009,easy,train
QA-000324,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00181,OBL-000008,ORG-0016,medium,train
QA-000325,Who should own Trading Risk remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00093,OBL-000685,ORG-0021,easy,train
QA-000326,Show circulars related to Incident Management for Payments,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00122,OBL-000169,ORG-0025,medium,train
QA-000327,Is our policy covering obligation OBL-000528?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00144,OBL-000528,ORG-0010,hard,train
QA-000328,Show audit trail for MAP-0000962,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00197,OBL-000005,ORG-0017,easy,train
QA-000329,Generate compliance report for ORG-0003,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00216,OBL-000419,ORG-0003,easy,train
QA-000330,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00115,OBL-000213,ORG-0028,medium,train
QA-000331,Tell me what we must do for Cybersecurity,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00190,OBL-000487,ORG-0009,medium,train
QA-000332,Find latest RBI requirements for Disclosure,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00184,OBL-000555,ORG-0026,medium,train
QA-000333,What is the main point of CIR-00131?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00131,OBL-000532,ORG-0007,easy,train
QA-000334,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00016,OBL-000252,ORG-0014,easy,train
QA-000335,Extract action items from CIR-00155,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00155,OBL-000543,ORG-0003,medium,train
QA-000336,Show audit trail for MAP-0000314,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00144,OBL-000136,ORG-0014,medium,train
QA-000337,Find gaps for Business Continuity and Resilience Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00090,OBL-000752,ORG-0022,easy,train
QA-000338,Who should own Audit & Reporting remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00216,OBL-000106,ORG-0012,easy,train
QA-000339,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00002,OBL-000118,ORG-0006,hard,train
QA-000340,Explain the risk score for ORG-0029,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00127,OBL-000016,ORG-0029,medium,train
QA-000341,Why is ORG-0022 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00034,OBL-000628,ORG-0022,easy,validation
QA-000342,Summarize CIR-00056 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00056,OBL-000011,ORG-0004,medium,train
QA-000343,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00147,OBL-000632,ORG-0001,medium,train
