circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00099,SEBI,Insurance,SEBI circular on audit & reporting requirements for insurance entities,2024-09-30,2024-12-04,2025-01-23,Audit & Reporting,High,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Insurance firms to disclose outsourced vendor controls.,"This synthetic circular requires regulated entities in the Insurance sector to disclose outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/99,Active,"Audit & Reporting,High,Insurance,disclose,outsourced",v1.0
CIR-00100,MOF,Insurance,MOF circular on operational resilience requirements for insurance entities,2026-05-18,2026-06-12,2026-07-20,Operational Resilience,High,India / Synthetic Demo,Synthetic Operational Resilience requirement for Insurance firms to standardize outsourced vendor controls.,"This synthetic circular requires regulated entities in the Insurance sector to standardize outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/100,Active,"High,Insurance,Operational Resilience,outsourced,standardize",v3.0
CIR-00101,NPCI,Banking,NPCI circular on kyc/aml requirements for banking entities,2024-03-25,2024-06-11,2024-10-30,KYC/AML,High,India / Synthetic Demo,Synthetic KYC/AML requirement for Banking firms to disclose risk appetite limits.,"This synthetic circular requires regulated entities in the Banking sector to disclose risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/101,Draft,"Banking,High,KYC/AML,disclose,risk",v1.0
CIR-00102,FIU-IND,Payments,FIU-IND circular on kyc/aml requirements for payments entities,2026-06-07,2026-09-02,2027-01-31,KYC/AML,Medium,India / Synthetic Demo,Synthetic KYC/AML requirement for Payments firms to review customer due diligence.,"This synthetic circular requires regulated entities in the Payments sector to review customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/102,Draft,"KYC/AML,Medium,Payments,customer,review",v3.0
CIR-00103,IRDAI,Banking,IRDAI circular on outsourcing requirements for banking entities,2026-05-20,2026-07-14,2026-08-17,Outsourcing,Medium,India / Synthetic Demo,Synthetic Outsourcing requirement for Banking firms to automate risk appetite limits.,"This synthetic circular requires regulated entities in the Banking sector to automate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/103,Active,"Banking,Medium,Outsourcing,automate,risk",v3.0
CIR-00104,NPCI,Insurance,NPCI circular on cybersecurity requirements for insurance entities,2024-09-03,2024-11-29,2025-04-07,Cybersecurity,Low,India / Synthetic Demo,Synthetic Cybersecurity requirement for Insurance firms to retain brokerage surveillance.,"This synthetic circular requires regulated entities in the Insurance sector to retain brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/104,Active,"Cybersecurity,Insurance,Low,brokerage,retain",v3.0
CIR-00105,SEBI,NBFC,SEBI circular on liquidity risk requirements for nbfc entities,2024-12-20,2025-01-10,2025-03-06,Liquidity Risk,Medium,India / Synthetic Demo,Synthetic Liquidity Risk requirement for NBFC firms to validate capital calculations.,"This synthetic circular requires regulated entities in the NBFC sector to validate capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/105,Superseded,"Liquidity Risk,Medium,NBFC,capital,validate",v2.0
CIR-00106,FIU-IND,Brokerage,FIU-IND circular on audit & reporting requirements for brokerage entities,2024-11-30,2024-12-18,2025-03-27,Audit & Reporting,Critical,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Brokerage firms to monitor incident reporting.,"This synthetic circular requires regulated entities in the Brokerage sector to monitor incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/106,Active,"Audit & Reporting,Brokerage,Critical,incident,monitor",v3.0
CIR-00107,NPCI,Capital Markets,NPCI circular on disclosure requirements for capital markets entities,2025-11-07,2026-01-09,2026-03-01,Disclosure,High,India / Synthetic Demo,Synthetic Disclosure requirement for Capital Markets firms to report UPI dispute handling.,"This synthetic circular requires regulated entities in the Capital Markets sector to report UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/107,Active,"Capital Markets,Disclosure,High,UPI,report",v3.0
CIR-00108,RBI,Insurance,RBI circular on cybersecurity requirements for insurance entities,2025-12-29,2026-02-01,2026-06-10,Cybersecurity,Low,India / Synthetic Demo,Synthetic Cybersecurity requirement for Insurance firms to disclose brokerage surveillance.,"This synthetic circular requires regulated entities in the Insurance sector to disclose brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/108,Active,"Cybersecurity,Insurance,Low,brokerage,disclose",v1.0
CIR-00109,IRDAI,Mutual Funds,IRDAI circular on customer protection requirements for mutual funds entities,2024-04-14,2024-05-15,2024-07-06,Customer Protection,High,India / Synthetic Demo,Synthetic Customer Protection requirement for Mutual Funds firms to document outsourced vendor controls.,"This synthetic circular requires regulated entities in the Mutual Funds sector to document outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/109,Active,"Customer Protection,High,Mutual Funds,document,outsourced",v3.0
